,VC0175,VC0176,VC0177,VC0178,VC0179,VC0180,VC0181,VC0182,VC0183,VC0184,VC0185
 [[Clostridium[gi|16929xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter schindleri CIP 107287[gi|48000xxxx],0,0,0,0,0,1,1,0,0,0,0
Acinetobacter schindleri[gi|49102xxxx],0,0,0,0,0,1,1,0,0,0,0
Acinetobacter seifertii[gi|47989xxxx],0,0,0,0,0,1,0,0,0,0,0
Acinetobacter seifertii[gi|49084xxxx],0,0,0,0,0,1,0,0,0,0,0
Acinetobacter seifertii[gi|89599xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter soli CIP 110264[gi|48001xxxx],1,0,0,0,0,0,1,0,0,0,0
Acinetobacter soli NIPH 2899[gi|48002xxxx],1,0,0,0,0,0,1,0,0,0,0
Acinetobacter soli[gi|49108xxxx],1,0,0,0,0,0,1,0,0,0,0
Acinetobacter soli[gi|64067xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter soli[gi|66125xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter soli[gi|94272xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter sp. 1245593[gi|58942xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter sp. 1281984[gi|59354xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter sp. 1475718[gi|58788xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter sp. 243_ASPC[gi|88104xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter sp. 263903-1[gi|63042xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter sp. 263903-1[gi|73668xxxx],0,0,0,0,0,0,0,0,1,0,0
Acinetobacter sp. 883425[gi|59363xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter sp. ADP1[gi|4953xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter sp. ANC 3929[gi|48014xxxx],0,1,0,0,0,0,0,0,0,0,1
Acinetobacter sp. ANC 3929[gi|49128xxxx],0,1,0,0,0,0,0,0,0,0,0
Acinetobacter sp. ATCC 27244[gi|22683xxxx],0,0,0,0,0,1,1,0,0,0,0
Acinetobacter sp. C15[gi|92337xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter sp. C15[gi|92428xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter sp. CAG:196[gi|52418xxxx],0,0,0,1,0,0,0,0,0,0,0
Acinetobacter sp. CIP 102082[gi|47995xxxx],0,0,0,1,1,1,1,0,0,0,0
Acinetobacter sp. CIP 102136[gi|48018xxxx],0,0,0,0,0,1,0,0,1,0,1
Acinetobacter sp. CIP 102136[gi|49139xxxx],0,0,0,0,0,0,0,0,0,0,1
Acinetobacter sp. CIP 102143[gi|48034xxxx],0,0,0,0,0,1,0,0,1,0,1
Acinetobacter sp. CIP 102143[gi|49147xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter sp. CIP 102159[gi|47993xxxx],0,0,0,1,1,1,1,0,0,0,0
Acinetobacter sp. CIP 102159[gi|49089xxxx],0,0,0,0,1,0,0,0,0,0,0
Acinetobacter sp. CIP 102159[gi|91632xxxx],0,0,0,0,0,1,0,0,0,0,0
Acinetobacter sp. CIP 102529[gi|47994xxxx],0,0,0,1,1,1,1,0,0,0,0
Acinetobacter sp. CIP 102529[gi|91632xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter sp. CIP 102637[gi|47996xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter sp. CIP 102637[gi|49093xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter sp. CIP 56.2[gi|47996xxxx],0,0,0,1,1,1,1,0,0,0,0
Acinetobacter sp. CIP 56.2[gi|49094xxxx],0,0,0,1,1,1,1,0,0,0,0
Acinetobacter sp. CIP 64.7[gi|48019xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter sp. COS3[gi|55067xxxx],0,0,0,1,1,1,1,0,0,0,0
Acinetobacter sp. COS3[gi|55256xxxx],0,0,0,1,1,1,1,0,0,0,0
Acinetobacter sp. NBRC 100985[gi|35823xxxx],0,1,0,0,0,0,0,0,0,0,0
Acinetobacter sp. NBRC 100985[gi|49474xxxx],0,1,0,0,0,0,0,0,0,0,0
Acinetobacter sp. NBRC 110496[gi|76309xxxx],0,0,0,0,0,0,0,0,1,0,0
Acinetobacter sp. NIPH 1847[gi|48017xxxx],0,1,0,0,0,0,1,0,0,0,0
Acinetobacter sp. NIPH 1847[gi|49136xxxx],0,1,0,0,0,0,0,0,0,0,0
Acinetobacter sp. NIPH 2036[gi|51415xxxx],0,0,0,0,0,1,0,0,0,0,0
Acinetobacter sp. NIPH 2036[gi|51416xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter sp. NIPH 2036[gi|51496xxxx],0,0,0,0,0,0,0,0,1,0,0
Acinetobacter sp. NIPH 236[gi|47987xxxx],1,0,0,1,1,1,1,0,0,0,0
Acinetobacter sp. NIPH 236[gi|49079xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter sp. NIPH 236[gi|49080xxxx],0,0,0,0,1,0,0,0,0,0,0
Acinetobacter sp. NIPH 284[gi|48014xxxx],0,0,0,1,1,1,1,0,1,0,0
Acinetobacter sp. NIPH 284[gi|49130xxxx],0,0,0,1,1,1,1,0,0,0,0
Acinetobacter sp. NIPH 298[gi|48016xxxx],0,1,0,0,0,0,0,0,0,0,0
Acinetobacter sp. NIPH 298[gi|49133xxxx],0,1,0,0,0,0,0,0,0,0,0
Acinetobacter sp. NIPH 3623[gi|48020xxxx],0,1,0,0,0,0,0,0,0,0,0
Acinetobacter sp. NIPH 3623[gi|49142xxxx],0,1,0,0,0,0,0,0,0,0,0
Acinetobacter sp. NIPH 542[gi|48021xxxx],1,0,0,0,0,0,1,0,0,0,0
Acinetobacter sp. NIPH 542[gi|49144xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter sp. UNC436CL71CviS28[gi|65131xxxx],0,0,0,0,0,0,0,0,1,0,0
Acinetobacter sp. Ver3[gi|61216xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter sp. ZOR0008[gi|83535xxxx],0,0,0,1,1,1,1,0,0,0,0
Acinetobacter tandoii DSM 14970 = CIP 107469[gi|50576xxxx],0,1,0,0,0,0,0,0,1,0,1
Acinetobacter tandoii[gi|50709xxxx],0,1,0,0,0,0,0,0,1,0,1
Acinetobacter towneri DSM 14962 = CIP 107472[gi|48002xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter towneri[gi|49111xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter ursingii ANC 3649[gi|48003xxxx],0,0,0,0,0,0,1,0,1,0,1
Acinetobacter ursingii NIPH 706[gi|48020xxxx],0,0,0,0,0,0,0,1,0,0,0
Acinetobacter ursingii NIPH 706[gi|48021xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter ursingii[gi|49113xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter ursingii[gi|49114xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter ursingii[gi|76463xxxx],0,1,0,0,0,0,0,0,0,0,0
Acinetobacter ursingii[gi|89615xxxx],0,1,0,0,0,0,0,0,0,0,0
Acinetobacter[gi|44649xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter[gi|48798xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter[gi|49077xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter[gi|49080xxxx],0,0,0,1,0,1,1,0,0,0,0
Acinetobacter[gi|49081xxxx],0,0,0,1,1,1,1,0,0,0,0
Acinetobacter[gi|49087xxxx],0,0,0,0,0,0,0,1,0,0,0
Acinetobacter[gi|49089xxxx],0,0,0,0,0,1,0,0,0,0,0
Acinetobacter[gi|49106xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter[gi|49107xxxx],1,0,0,0,0,0,0,0,0,0,0
Acinetobacter[gi|49114xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter[gi|49120xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter[gi|49124xxxx],0,0,0,0,0,0,0,0,0,0,1
Acinetobacter[gi|49129xxxx],0,0,0,0,0,0,0,0,0,0,1
Acinetobacter[gi|49140xxxx],0,0,0,0,0,0,0,0,1,0,1
Acinetobacter[gi|49622xxxx],0,0,0,0,0,1,1,0,0,0,0
Acinetobacter[gi|51496xxxx],0,0,0,0,0,0,0,0,0,0,1
Acinetobacter[gi|65131xxxx],0,0,0,0,0,0,0,0,0,0,1
Acinetobacter[gi|69105xxxx],0,0,0,0,1,0,0,0,0,0,0
Acinetobacter[gi|73728xxxx],0,0,0,0,0,0,1,0,0,0,0
Acinetobacter[gi|91470xxxx],0,0,0,1,0,0,0,0,0,0,0
Actinotalea ferrariae CF5-4[gi|60104xxxx],0,0,0,1,0,0,0,0,0,0,0
Actinotalea ferrariae[gi|73609xxxx],0,0,0,1,0,0,0,0,0,0,0
Adlercreutzia equolifaciens DSM 19450[gi|53077xxxx],1,0,0,0,0,0,0,0,0,0,0
Adlercreutzia equolifaciens[gi|55099xxxx],1,0,0,0,0,0,0,0,0,0,0
Aeribacillus pallidus[gi|91908xxxx],0,1,0,0,0,0,0,0,0,0,0
Aeromonas australiensis[gi|74907xxxx],0,0,0,0,0,0,0,1,1,1,1
Aeromonas caviae[gi|75462xxxx],0,0,0,0,1,0,0,0,0,0,0
Aeromonas caviae[gi|83856xxxx],0,0,0,0,1,1,0,0,0,0,0
Aeromonas caviae[gi|85188xxxx],0,0,0,0,1,0,0,0,0,0,0
Aeromonas dhakensis[gi|49831xxxx],1,0,0,0,0,0,0,0,0,0,0
Aeromonas dhakensis[gi|49832xxxx],0,0,1,0,0,0,0,0,0,0,0
Aeromonas enteropelogenes[gi|84828xxxx],1,0,0,0,0,0,0,0,0,0,0
Aeromonas hydrophila subsp. hydrophila ATCC 7966[gi|11756xxxx],0,0,0,1,0,0,0,0,0,0,0
Aeromonas hydrophila subsp. hydrophila ATCC 7966[gi|11762xxxx],0,0,0,1,0,0,0,0,0,0,0
Aeromonas hydrophila[gi|50002xxxx],0,0,0,1,0,0,0,0,0,0,0
Aeromonas hydrophila[gi|66347xxxx],0,0,0,0,0,1,0,0,0,0,0
Aeromonas hydrophila[gi|72552xxxx],0,0,0,0,0,1,0,0,0,0,0
Aeromonas hydrophila[gi|75940xxxx],0,0,0,0,0,1,0,0,0,0,0
Aeromonas hydrophila[gi|76408xxxx],0,0,0,0,1,0,0,0,0,0,0
Aeromonas hydrophila[gi|76662xxxx],0,0,0,0,1,0,0,0,0,0,0
Aeromonas media WS[gi|61555xxxx],0,0,0,0,0,0,0,1,1,1,1
Aeromonas media[gi|49147xxxx],0,0,0,0,0,0,0,0,1,1,1
Aeromonas media[gi|75253xxxx],0,0,0,0,0,0,0,1,0,0,0
Aeromonas media[gi|75683xxxx],0,0,0,0,0,0,0,1,1,1,1
Aeromonas popoffii[gi|75465xxxx],0,0,0,0,0,0,0,0,1,0,0
Aeromonas salmonicida subsp. masoucida NBRC 13784[gi|61233xxxx],0,0,0,0,0,0,0,0,0,1,0
Aeromonas salmonicida subsp. salmonicida 01-B526[gi|35668xxxx],0,0,0,1,1,0,1,0,0,0,0
Aeromonas salmonicida subsp. salmonicida A449[gi|14285xxxx],0,0,0,1,1,0,1,0,0,0,0
Aeromonas salmonicida subsp. salmonicida[gi|72607xxxx],0,0,0,0,1,0,0,0,0,0,0
Aeromonas salmonicida subsp. salmonicida[gi|72608xxxx],0,0,0,0,1,0,0,0,0,0,0
Aeromonas salmonicida subsp. salmonicida[gi|76017xxxx],0,0,0,0,1,0,0,0,0,0,0
Aeromonas salmonicida[gi|49145xxxx],0,0,0,1,1,0,1,0,0,0,0
Aeromonas salmonicida[gi|51598xxxx],0,0,0,0,0,0,0,0,1,0,1
Aeromonas salmonicida[gi|73615xxxx],0,0,0,0,0,0,0,0,0,1,1
Aeromonas salmonicida[gi|91860xxxx],0,0,0,0,0,0,0,0,0,1,0
Aeromonas sobria[gi|75463xxxx],0,0,0,0,0,0,0,0,0,0,1
Aeromonas sp. 159[gi|75253xxxx],1,0,0,0,0,0,0,0,0,0,0
Aeromonas veronii AER39[gi|40461xxxx],1,0,0,0,0,0,0,1,1,0,1
Aeromonas veronii AMC35[gi|40462xxxx],0,0,0,0,0,0,0,0,1,0,0
Aeromonas veronii[gi|49147xxxx],1,0,0,0,0,0,0,1,0,0,1
Aeromonas veronii[gi|75253xxxx],0,0,0,0,0,0,0,0,1,0,0
Aeromonas veronii[gi|76014xxxx],1,1,0,0,0,0,0,0,0,0,0
Aeromonas veronii[gi|91423xxxx],0,0,0,0,0,0,0,0,1,0,0
Aeromonas[gi|75253xxxx],1,0,0,0,0,0,0,0,0,0,0
Aeromonas[gi|75463xxxx],0,0,0,1,1,0,0,0,0,0,0
Aeromonas[gi|83529xxxx],0,1,0,0,0,0,0,0,0,0,0
Aestuariivita atlantica[gi|91030xxxx],0,0,0,1,0,0,0,0,0,0,0
Aestuariivita atlantica[gi|91421xxxx],0,0,0,1,0,0,0,0,0,0,0
Afipia birgiae[gi|51802xxxx],0,0,0,1,0,0,0,0,0,0,0
Afipia broomeae ATCC 49717[gi|41088xxxx],0,0,0,1,0,0,0,0,0,0,0
Afipia broomeae ATCC 49717[gi|41089xxxx],0,0,0,1,0,0,0,0,0,0,0
Afipia felis ATCC 53690[gi|41088xxxx],0,0,0,1,0,0,0,0,0,0,0
Afipia felis[gi|48880xxxx],0,0,0,1,0,0,0,0,0,0,0
Afipia sp. Root123D2[gi|94556xxxx],0,0,0,1,0,1,1,0,0,0,0
Afipia sp. Root123D2[gi|94763xxxx],0,0,0,1,0,0,0,0,0,0,0
Afipia[gi|63925xxxx],0,0,0,0,0,1,0,0,0,0,0
Afipia[gi|64048xxxx],0,0,0,1,0,0,0,0,0,0,0
Agarivorans albus MKT 106[gi|51167xxxx],0,0,0,1,0,0,0,0,0,0,0
Agarivorans albus[gi|51181xxxx],0,0,0,1,0,0,0,0,0,0,0
Agarivorans gilvus[gi|94452xxxx],0,1,0,0,0,0,0,0,0,0,0
Aggregatibacter aphrophilus[gi|91301xxxx],1,0,0,0,0,0,0,0,0,0,0
Aggregatibacter aphrophilus[gi|91473xxxx],1,0,0,0,0,0,0,0,0,0,0
Agreia bicolorata[gi|76390xxxx],1,0,0,0,0,0,0,0,0,0,0
Agrobacterium albertimagni AOL15[gi|40774xxxx],0,0,0,1,0,0,0,0,0,0,0
Agrobacterium albertimagni[gi|49377xxxx],0,0,0,1,0,0,0,0,0,0,0
Agrobacterium arsenijevicii[gi|76703xxxx],1,0,0,0,0,0,0,0,0,0,0
Agrobacterium arsenijevicii[gi|76988xxxx],1,0,0,0,0,0,0,0,0,0,0
Agrobacterium larrymoorei[gi|91683xxxx],1,0,0,0,0,0,0,0,0,0,0
Agrobacterium rhizogenes[gi|75512xxxx],0,0,0,0,0,1,0,0,0,0,0
Agrobacterium rhizogenes[gi|91737xxxx],1,0,0,0,0,0,0,0,0,0,0
Agrobacterium rubi TR3 = NBRC 13261[gi|67425xxxx],0,0,0,1,0,0,0,0,0,0,0
Agrobacterium rubi[gi|77164xxxx],0,0,0,1,0,0,0,0,0,0,0
Agrobacterium sp. LC34[gi|82072xxxx],0,0,0,1,0,0,0,0,0,0,0
Agrobacterium sp. LC34[gi|82089xxxx],0,0,0,1,0,0,0,0,0,0,0
Agrobacterium sp. SUL3[gi|91333xxxx],0,0,0,1,0,1,0,0,0,0,0
Agrobacterium tumefaciens 5A[gi|35800xxxx],1,0,0,0,0,0,0,0,0,0,0
Agrobacterium tumefaciens[gi|48961xxxx],1,0,0,0,0,0,0,0,0,0,0
Agrobacterium tumefaciens[gi|75530xxxx],0,0,0,0,0,1,0,0,0,0,0
Agrobacterium tumefaciens[gi|75617xxxx],0,0,0,0,0,1,0,0,0,0,0
Alcanivorax jadensis T9[gi|68698xxxx],0,0,0,0,0,0,0,0,1,0,1
Alcanivorax jadensis[gi|73726xxxx],0,0,0,0,0,0,0,0,1,0,0
Alcanivorax jadensis[gi|91743xxxx],0,0,0,0,0,0,0,0,0,0,1
Alcanivorax sp. 97CO-5[gi|57699xxxx],1,0,0,0,0,0,0,0,1,0,1
Alcanivorax sp. DG881[gi|19619xxxx],1,0,0,0,0,0,0,0,0,0,0
Alcanivorax sp. DG881[gi|49425xxxx],1,0,0,0,0,0,0,0,0,0,0
Alcanivorax sp. P2S70[gi|55066xxxx],0,0,0,0,0,0,0,0,1,0,1
Alcanivorax sp. P2S70[gi|55159xxxx],0,0,0,0,0,0,0,0,1,0,0
Alcanivorax sp. P2S70[gi|91741xxxx],0,0,0,0,0,0,0,0,0,0,1
Alcanivorax sp. PN-3[gi|55068xxxx],0,0,0,1,0,0,0,0,0,0,0
Alcanivorax sp. PN-3[gi|55253xxxx],0,0,0,1,0,0,0,0,0,0,0
Alcanivorax[gi|73748xxxx],0,0,0,0,0,0,0,0,1,0,0
Algibacter alginicilyticus[gi|93796xxxx],0,0,0,1,0,0,0,0,0,0,0
Algibacter alginicilyticus[gi|93894xxxx],0,0,0,1,0,0,0,0,0,0,0
Algoriphagus mannitolivorans[gi|65255xxxx],1,0,0,0,0,0,0,0,0,0,0
Algoriphagus marincola HL-49[gi|93828xxxx],0,0,0,1,0,0,0,0,0,0,0
Algoriphagus marincola[gi|65255xxxx],0,0,0,1,0,0,0,0,0,0,0
Algoriphagus marincola[gi|91685xxxx],0,0,0,1,0,0,0,0,0,0,0
Algoriphagus vanfongensis[gi|65256xxxx],1,0,0,0,0,0,0,0,0,0,0
Algoriphagus vanfongensis[gi|73748xxxx],0,0,0,1,0,0,0,0,0,0,0
Aliagarivorans taiwanensis[gi|65256xxxx],0,0,1,0,0,0,0,0,0,0,0
Alicycliphilus denitrificans BC[gi|31711xxxx],1,0,0,0,0,0,0,0,0,0,0
Alicycliphilus denitrificans[gi|50328xxxx],1,0,0,0,0,0,0,0,0,0,0
Alicycliphilus sp. B1[gi|78156xxxx],0,0,0,1,0,0,0,0,0,0,0
Alicyclobacillus acidoterrestris ATCC 49025[gi|52905xxxx],1,0,0,0,0,0,0,0,0,0,0
Alicyclobacillus acidoterrestris[gi|75013xxxx],1,0,0,0,0,0,0,0,0,0,0
Aliiglaciecola lipolytica E3[gi|41014xxxx],0,0,0,0,0,0,1,0,0,0,1
Aliiglaciecola lipolytica[gi|49611xxxx],0,0,0,0,0,0,1,0,0,0,0
Aliiroseovarius crassostreae[gi|93739xxxx],0,0,0,1,0,0,0,0,0,0,0
Aliiroseovarius crassostreae[gi|94181xxxx],0,0,0,1,0,0,0,0,0,0,0
Aliivibrio fischeri[gi|50152xxxx],0,1,1,0,0,0,0,0,0,0,0
Aliivibrio fischeri[gi|51558xxxx],0,0,1,1,1,1,1,0,0,0,0
Aliivibrio salmonicida LFI1238[gi|20800xxxx],0,0,1,0,0,0,0,0,0,0,0
Aliivibrio salmonicida[gi|50154xxxx],0,0,1,0,0,0,0,0,0,0,0
Aliivibrio[gi|51558xxxx],0,1,0,0,0,0,0,0,0,0,0
Alishewanella aestuarii B11[gi|39608xxxx],0,1,0,0,0,0,0,0,0,0,0
Alishewanella jeotgali KCTC 22429[gi|37457xxxx],0,1,0,0,0,0,0,0,0,0,0
Alishewanella jeotgali[gi|74867xxxx],0,1,0,0,0,0,0,0,0,0,0
Aliterella atlantica CENA595[gi|76838xxxx],0,0,0,1,0,0,0,0,0,0,0
Aliterella atlantica[gi|76992xxxx],0,0,0,1,0,0,0,0,0,0,0
Alkalibacillus haloalkaliphilus[gi|51575xxxx],0,0,0,1,0,0,0,0,0,0,0
Alphaproteobacteria[gi|91939xxxx],0,0,0,1,0,0,0,0,0,0,0
Altererythrobacter atlanticus[gi|82138xxxx],0,0,0,1,0,0,0,0,0,0,0
Alteromonadales[gi|63930xxxx],0,0,0,0,0,0,0,0,0,0,1
Alteromonadales[gi|69657xxxx],0,1,0,1,1,1,1,0,0,0,0
Alteromonas australica[gi|76152xxxx],0,0,1,0,0,0,0,0,0,0,0
Alteromonas australica[gi|76466xxxx],0,0,1,0,0,0,0,0,0,0,0
Alteromonas macleodii str. 'English Channel 673'[gi|40724xxxx],0,0,0,0,0,0,0,1,1,1,1
Alteromonas macleodii[gi|50478xxxx],0,0,0,0,0,0,0,1,1,1,1
Alteromonas macleodii[gi|89833xxxx],0,1,0,0,0,0,0,0,0,0,0
Alteromonas macleodii[gi|89834xxxx],0,0,0,1,1,1,0,1,1,1,1
Alteromonas mediterranea DE1[gi|41082xxxx],0,0,0,0,0,0,0,1,1,1,1
Alteromonas mediterranea U4[gi|52133xxxx],0,0,0,0,0,0,0,1,1,1,1
Alteromonas mediterranea UM7[gi|52134xxxx],0,0,0,0,0,0,0,1,1,1,1
Alteromonas mediterranea[gi|50488xxxx],0,0,0,0,0,0,0,1,1,1,0
Alteromonas naphthalenivorans[gi|33299xxxx],0,1,0,0,0,0,0,0,0,0,1
Alteromonas naphthalenivorans[gi|50354xxxx],0,1,0,0,0,0,0,0,0,0,0
Alteromonas naphthalenivorans[gi|50355xxxx],0,1,0,0,0,0,0,0,0,0,1
Alteromonas sp. ALT199[gi|58849xxxx],0,1,0,0,0,0,0,0,0,0,0
Alteromonas sp. ALT199[gi|64375xxxx],0,1,0,0,0,0,0,0,0,0,0
Aminobacter sp. Root100[gi|94541xxxx],0,0,0,0,0,1,0,0,0,0,0
Aminobacter sp. Root100[gi|94720xxxx],0,0,0,0,0,1,0,0,0,0,0
Amycolatopsis mediterranei S699[gi|34052xxxx],1,0,0,0,0,0,0,0,0,0,0
Amycolatopsis mediterranei[gi|64146xxxx],1,0,0,0,0,0,0,0,0,0,0
Amycolatopsis mediterranei[gi|65042xxxx],1,0,0,0,0,0,0,0,0,0,0
Amycolatopsis nigrescens[gi|52216xxxx],0,0,0,1,0,0,0,0,0,0,0
Anabaena sp. 90[gi|41397xxxx],0,0,0,1,0,0,0,0,0,0,0
Anabaena sp. 90[gi|50489xxxx],0,0,0,1,0,0,0,0,0,0,0
Anabaena sp. 90[gi|971xxxx],0,0,0,1,0,0,0,0,0,0,0
Anaerobacillus macyae[gi|85032xxxx],1,0,0,0,0,0,0,0,0,0,0
Anaerobacillus macyae[gi|85223xxxx],1,0,0,0,0,0,0,0,0,0,0
Anaerococcus lactolyticus S7-1-13[gi|69075xxxx],0,0,0,0,0,0,1,0,0,0,0
Anaerococcus lactolyticus[gi|73946xxxx],0,0,0,0,0,0,1,0,0,0,0
Anaerococcus prevotii ACS-065-V-Col13[gi|32547xxxx],0,0,0,0,0,0,1,0,0,0,0
Anaerococcus prevotii[gi|49097xxxx],0,0,0,0,0,0,1,0,0,0,0
Anaerolinea thermolimosa[gi|93743xxxx],0,0,0,1,0,0,0,0,0,0,0
Anaeromyxobacter dehalogenans 2CP-1[gi|21995xxxx],0,0,0,0,0,1,0,0,0,0,0
Anaeromyxobacter dehalogenans 2CP-C[gi|8577xxxx],0,0,0,0,0,1,0,0,0,0,0
Anaeromyxobacter dehalogenans[gi|49974xxxx],0,0,0,0,0,1,0,0,0,0,0
Anaeromyxobacter dehalogenans[gi|50175xxxx],0,0,0,0,0,1,0,0,0,0,0
Anaeromyxobacter sp. K[gi|19617xxxx],0,0,0,0,0,1,0,0,0,0,0
Anaeromyxobacter sp. K[gi|50151xxxx],0,0,0,0,0,1,0,0,0,0,0
Anaeromyxobacter sp. PSR-1[gi|77530xxxx],0,0,0,0,0,1,0,0,0,0,0
Anaerostipes hadrus[gi|93308xxxx],0,1,0,0,0,0,0,0,0,0,0
Anaplasma centrale str. Israel[gi|26984xxxx],0,0,0,1,0,0,0,0,0,0,0
Anaplasma centrale[gi|50264xxxx],0,0,0,1,0,0,0,0,0,0,0
Anaplasma marginale str. Dawn[gi|55685xxxx],0,0,0,1,0,0,0,0,0,0,0
Anaplasma marginale str. Florida[gi|22241xxxx],0,0,0,1,0,0,0,0,0,0,0
Anaplasma marginale str. Gypsy Plains[gi|55685xxxx],0,0,0,1,0,0,0,0,0,0,0
Anaplasma marginale str. St. Maries[gi|5638xxxx],0,0,0,1,0,0,0,0,0,0,0
Anaplasma marginale[gi|49794xxxx],0,0,0,1,0,0,0,0,0,0,0
Anaplasma[gi|49795xxxx],0,0,0,1,0,0,0,0,0,0,0
Anditalea andensis[gi|66063xxxx],1,0,0,0,0,0,0,0,0,0,0
Anditalea andensis[gi|73708xxxx],1,0,0,0,0,0,0,0,0,0,0
Andreprevotia chitinilytica[gi|73706xxxx],0,1,0,0,0,0,1,0,0,0,0
Anoxybacillus ayderensis[gi|52896xxxx],0,1,0,0,0,0,0,0,0,0,0
Anoxybacillus flavithermus NBRC 109594[gi|47933xxxx],0,1,0,0,0,0,0,0,0,0,0
Anoxybacillus flavithermus[gi|49336xxxx],0,1,0,0,0,0,0,0,0,0,0
Anoxybacillus kamchatkensis[gi|51824xxxx],0,1,0,0,0,0,0,0,0,0,0
Anoxybacillus thermarum[gi|75657xxxx],0,1,0,0,0,0,0,0,0,0,0
Anoxybacillus thermarum[gi|76308xxxx],0,1,0,0,0,0,0,0,0,0,0
Aphanizomenon flos-aquae[gi|65315xxxx],0,0,0,1,0,0,0,0,0,0,0
Aquabacterium sp. NJ1[gi|69905xxxx],0,0,0,0,0,0,0,0,1,0,0
Aquabacterium sp. NJ1[gi|73704xxxx],0,0,0,0,0,0,0,0,1,0,0
Aquimarina agarivorans[gi|49820xxxx],0,0,0,1,0,0,0,0,0,0,0
Aquimarina muelleri[gi|65317xxxx],0,1,0,0,0,0,0,0,0,0,0
Aquitalea magnusonii[gi|78791xxxx],0,0,1,0,0,0,0,0,0,0,0
Aquitalea magnusonii[gi|79717xxxx],0,0,1,0,0,0,0,0,0,0,0
Archangium disciforme[gi|5374xxxx],0,0,0,1,0,0,0,0,0,0,0
Arcobacter anaerophilus[gi|76455xxxx],1,0,0,0,0,0,0,0,0,0,0
Arcobacter butzleri 7h1h[gi|52627xxxx],1,0,0,0,0,0,0,0,0,0,0
Arcobacter butzleri ED-1[gi|34546xxxx],1,0,0,0,0,0,0,0,1,0,0
Arcobacter butzleri JV22[gi|31548xxxx],1,0,0,0,0,0,0,0,0,0,0
Arcobacter butzleri L348[gi|82230xxxx],1,0,0,0,0,0,0,0,0,0,0
Arcobacter butzleri L348[gi|82231xxxx],1,0,0,0,0,0,0,0,0,0,1
Arcobacter butzleri L349[gi|82231xxxx],1,0,0,0,0,0,0,0,0,0,0
Arcobacter butzleri L350[gi|82232xxxx],1,0,0,0,0,0,0,0,1,0,1
Arcobacter butzleri L351[gi|82231xxxx],1,0,0,0,0,0,0,0,1,0,1
Arcobacter butzleri L352[gi|82231xxxx],1,0,0,0,0,0,0,0,0,0,0
Arcobacter butzleri L353[gi|82231xxxx],1,0,0,0,0,0,0,0,0,0,0
Arcobacter butzleri L354[gi|82232xxxx],1,0,0,1,0,0,0,0,0,0,0
Arcobacter butzleri L355[gi|82232xxxx],1,0,0,0,0,0,0,0,0,0,0
Arcobacter butzleri RM4018[gi|15769xxxx],1,0,0,0,0,0,0,0,0,0,0
Arcobacter butzleri[gi|49064xxxx],1,0,0,0,0,0,0,0,0,0,0
Arcobacter butzleri[gi|50428xxxx],1,0,0,0,0,0,0,0,1,0,0
Arcobacter butzleri[gi|82260xxxx],0,0,0,0,0,0,0,0,1,0,1
Arcobacter butzleri[gi|82261xxxx],1,0,0,0,0,0,0,0,0,0,1
Arcobacter butzleri[gi|82308xxxx],0,0,0,1,0,0,0,0,0,0,0
Arcobacter cibarius[gi|63998xxxx],1,0,0,0,0,0,0,0,0,0,0
